,Organization Name,IPO Status,Number of Founders,Company Type,CB Rank (Company),Operating Status,Industry Groups,Number of Employees,Estimated Revenue Range,Number of Exits,Number of Sub-Orgs,city,state,funding_status,revenue_range,no_employees,lat,lon,no_founders,industry,industry_groups,industry_groups_andreas,website,phone,email,linkedin,twitter,facebook,articles,founded_year,last_funding_year,exit_year,closed_year,no_investors,no_fund_rounds,acquired,private_ipo,company_type,operting_status,no_lead_investors,no_sub_orgs,no_exits,has_preseed,has_seed,has_series_a,has_series_b,has_series_c,has_series_d,has_series_e,has_angel,has_debt_financing,has_grant,has_corporate_round,has_series_x,has_ico,has_other_funding,preseed_fund,seed_fund,series_a_fund,series_b_fund,series_c_fund,series_d_fund,series_e_fund,private_equity_fund,seed_to_pre_ratio,a_to_seed_ratio,b_to_a_ratio,c_to_b_ratio,d_to_c_ratio,e_to_d_ratio,pe_to_e_ratio,total_funding_usd,last_funding_type,last_funding_amount,hub_tags,industry_multiples,company_valuation,months_since_founded,y
1520,hasty.ai,Private,3.0,For Profit,"37,777",Active,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",11-50,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,11-50,52.52,13.405,3.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Hardware', ' Science and Engineering', ' Software']",Technology and Software,-1,1,0,1,1,1,0,0,2019,2021.0,2022.0,,4.0,2.0,1,1,1,1,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,3700000.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700000.0,Non-equity Assistance,,,4.0,14800000.0,65,1
1527,airteam aerial intelligence,Private,1.0,For Profit,"43,546",Active,"Artificial Intelligence (AI), Data and Analytics, Energy, Natural Resources, Real Estate, Science and Engineering, Software, Sustainability",11-50,$1M to $10M,,,Berlin, Berlin,Seed,$1M to $10M,11-50,52.52,13.405,1.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Energy', ' Natural Resources', ' Real Estate', ' Science and Engineering', ' Software', ' Sustainability']",Technology and Software,-1,1,1,1,1,1,1,8.0,2018,2021.0,,,3.0,4.0,0,1,1,1,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,400000.0,800000.0,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2661026.0,Seed,934589.0,,4.0,10644104.0,68,0
1537,snuggs,Private,1.0,For Profit,"48,550",Active,"Clothing and Apparel, Consumer Goods, Design, Health Care, Other",11-50,,,,Berlin, Berlin,Seed,$1M to $10M,11-50,52.52,13.405,1.0,"['Clothing and Apparel', ' Consumer Goods', ' Design', ' Health Care', ' Other']",Consumer Products,-1,1,0,1,1,0,1,0,2019,2021.0,,,3.0,3.0,0,1,1,1,2.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,200000.0,1637600.0,,,,,,,8.188,0.0,0.0,0.0,0.0,0.0,0.0,2134544.0,Seed,1897625.0,,1.5,3201816.0,65,1
1540,evergreen gmbh,Private,1.0,For Profit,"50,940",Active,"Financial Services, Lending and Investments",11-50,$1M to $10M,,,Leipzig, Sachsen,Seed,$1M to $10M,11-50,51.33962,12.37129,1.0,"['Financial Services', ' Lending and Investments']",Finance and Payments,"['Blockchain and Cryptocurrency', 'Financial Services', 'Lending and Investments', 'Payments']",1,1,1,1,1,1,18.0,2018,2023.0,,,8.0,4.0,0,1,1,1,2.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2470000.0,1300000.0,,,,,,,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,8495803.0,Seed,754147.0,,3.5,29735310.5,69,0
1547,headmade materials,Private,4.0,For Profit,"55,167",Active,"Hardware, Manufacturing, Science and Engineering, Software",11-50,$1M to $10M,,,Unterpleichfeld, Bayern,Early Stage Venture,$1M to $10M,11-50,49.8703,10.0342,4.0,"['Hardware', ' Manufacturing', ' Science and Engineering', ' Software']",Hardware and Electronics,-1,1,1,1,1,0,0,11.0,2019,2022.0,,,3.0,3.0,0,1,1,1,3.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1900000.0,2500000.0,,,,,,0.0,1.3157894736842106,0.0,0.0,0.0,0.0,0.0,11646344.0,Grant,6623893.0,,4.0,46585376.0,65,0
1552,hybrid lidar systems ag,Private,3.0,For Profit,"57,637",Active,"Consumer Electronics, Hardware, Science and Engineering, Software, Transportation",11-50,,,,Bad Salzdetfurth, Niedersachsen,Early Stage Venture,$1M to $10M,11-50,52.05,10.0083,3.0,"['Consumer Electronics', ' Hardware', ' Science and Engineering', ' Software', ' Transportation']",Hardware and Electronics,-1,1,0,1,1,0,0,2.0,2018,2021.0,,,1.0,4.0,0,1,1,1,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,600000.0,800000.0,825000.0,,,,,,1.3333333333333333,1.03125,0.0,0.0,0.0,0.0,0.0,2533705.0,Series A,972062.0,,1.5,3800557.5,67,0
1553,powerus,Private,2.0,For Profit,"57,947",Active,"Administrative Services, Professional Services, Science and Engineering",101-250,Less than $1M,,,Berlin, Berlin,Early Stage Venture,Less than $1M,101-250,52.52,13.405,2.0,"['Administrative Services', ' Professional Services', ' Science and Engineering']",Business Services,-1,1,1,1,1,0,0,4.0,2019,2023.0,,,17.0,4.0,0,1,1,1,2.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,1700000.0,14000000.0,24000000.0,,,,,0.0,8.235294117647058,1.7142857142857142,0.0,0.0,0.0,0.0,42767541.0,Series B,25559758.0,,3.5,149686393.5,62,1
1555,charles,Private,2.0,For Profit,"59,288",Active,"Commerce and Shopping, Information Technology, Sales and Marketing, Software",51-100,$10M to $50M,,,Berlin, Berlin,Early Stage Venture,$10M to $50M,51-100,52.52,13.405,2.0,"['Commerce and Shopping', ' Information Technology', ' Sales and Marketing', ' Software']",Retail and E-commerce,-1,1,1,1,1,0,1,3.0,2019,2022.0,,,7.0,4.0,0,1,1,1,4.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,6400000.0,20000000.0,,,,,,0.0,3.125,0.0,0.0,0.0,0.0,0.0,28807143.0,Series A,20000000.0,,1.5,43210714.5,65,1
1556,cureosity,Private,2.0,For Profit,"59,428",Active,"Hardware, Health Care, Software",11-50,$1M to $10M,,,Düsseldorf, Nordrhein-Westfalen,Seed,$1M to $10M,11-50,51.2217,6.7762,2.0,"['Hardware', ' Health Care', ' Software']",Hardware and Electronics,-1,1,1,1,1,1,1,0,2018,2021.0,,,2.0,2.0,0,1,1,1,2.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1100000.0,3500000.0,,,,,,,3.1818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,5287283.0,Seed,4058775.0,,4.0,21149132.0,66,1
1560,installion,Private,2.0,For Profit,"61,561",Active,Energy,51-100,$1M to $10M,,,Cologne, Nordrhein-Westfalen,M&A,$1M to $10M,51-100,50.9375,6.9603,2.0,['Energy'],Energy and Natural Resources,-1,1,0,0,1,0,1,6.0,2019,2021.0,2022.0,,1.0,1.0,1,1,1,1,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,3200000.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3760918.0,Seed,3760918.0,,1.5,5641377.0,65,1
1562,anyblock analytics,Private,3.0,For Profit,"62,617",Active,"Blockchain and Cryptocurrency, Data and Analytics, Other",11-50,Less than $1M,,,Mainz, Rheinland-Pfalz,M&A,Less than $1M,11-50,49.9929,8.2473,3.0,"['Blockchain and Cryptocurrency', ' Data and Analytics', ' Other']",Technology and Software,-1,1,1,1,1,1,0,2.0,2018,2019.0,2021.0,,3.0,2.0,1,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,500000.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557875.0,Non-equity Assistance,,,4.0,2231500.0,69,1
1564,gitpod,Private,4.0,For Profit,"63,229",Active,Software,51-100,$1M to $10M,,,Kiel, Schleswig-Holstein,Early Stage Venture,$1M to $10M,51-100,54.3233,10.1394,4.0,['Software'],Technology and Software,-1,1,0,1,1,1,0,24.0,2019,2022.0,,,14.0,3.0,0,1,1,1,3.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,3000000.0,25000000.0,,,,,,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,41000000.0,Series A,25000000.0,,4.0,164000000.0,62,1
1568,caronsale,Private,4.0,For Profit,"66,609",Active,"Commerce and Shopping, Other, Professional Services, Transportation",101-250,,,,Berlin, Berlin,Early Stage Venture,$1M to $10M,101-250,52.52,13.405,4.0,"['Commerce and Shopping', ' Other', ' Professional Services', ' Transportation']",Retail and E-commerce,-1,1,0,0,1,0,0,1.0,2019,2021.0,,,6.0,3.0,0,1,1,1,2.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,15000000.0,60000000.0,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,77462165.0,Series B,60000000.0,,1.5,116193247.5,65,1
1573,loxonet,Private,3.0,For Profit,"70,527",Active,"Community and Lifestyle, Internet Services, Professional Services, Science and Engineering, Software",11-50,$10M to $50M,,,Hamburg, Hamburg,Seed,$10M to $50M,11-50,53.5511,9.9937,3.0,"['Community and Lifestyle', ' Internet Services', ' Professional Services', ' Science and Engineering', ' Software']",Community and Lifestyle,-1,1,1,1,1,1,1,0,2018,2021.0,,,8.0,4.0,0,1,1,1,5.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,250000.0,750000.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1744931.0,Seed,901496.0,,1.5,2617396.5,66,1
1575,sanity group,Private,2.0,For Profit,"72,113",Active,"Biotechnology, Community and Lifestyle, Food and Beverage, Health Care, Science and Engineering",101-250,,,,Berlin, Berlin,Early Stage Venture,$50M to $100M,101-250,52.52,13.405,2.0,"['Biotechnology', ' Community and Lifestyle', ' Food and Beverage', ' Health Care', ' Science and Engineering']",Healthcare and Biotechnology,-1,1,1,1,1,1,1,19.0,2018,2022.0,,,21.0,7.0,0,1,1,1,6.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,,1500000.0,3500000.0,37600000.0,,,,,0.0,2.333333333333333,10.742857142857142,0.0,0.0,0.0,0.0,119659153.0,Series B,37600000.0,,3.0,358977459.0,68,1
1580,osterus,Private,3.0,For Profit,"76,452",Active,"Administrative Services, Data and Analytics, Information Technology, Software",11-50,$1M to $10M,,,Berlin, Berlin,Seed,$1M to $10M,11-50,52.52,13.405,3.0,"['Administrative Services', ' Data and Analytics', ' Information Technology', ' Software']",Business Services,-1,1,0,1,1,0,0,2.0,2019,2021.0,,,8.0,3.0,0,1,1,1,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50000.0,1300000.0,,,,,,,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1807131.0,Seed,1535390.0,,3.5,6324958.5,65,1
1581,pentixapharm,Private,1.0,For Profit,"78,739",Active,"Biotechnology, Health Care, Science and Engineering",11-50,$1M to $10M,,,Würzburg, Bayern,M&A,$1M to $10M,11-50,49.7913,9.9534,1.0,"['Biotechnology', ' Health Care', ' Science and Engineering']",Healthcare and Biotechnology,-1,1,0,0,1,0,0,3.0,2019,2020.0,2021.0,,1.0,1.0,1,1,1,1,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,15000000.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16471805.0,Series A,16471805.0,,3.0,49415415.0,65,1
1582,alpaca,Private,4.0,For Profit,"79,911",Closed,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Other, Platforms, Real Estate, Science and Engineering, Software",11-50,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,11-50,52.52,13.405,4.0,"['Artificial Intelligence (AI)', ' Commerce and Shopping', ' Data and Analytics', ' Other', ' Platforms', ' Real Estate', ' Science and Engineering', ' Software']",Technology and Software,-1,1,0,1,1,0,1,2.0,2018,2019.0,2022.0,2022.0,7.0,2.0,1,1,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,Non-equity Assistance,,,4.0,400000.0,70,1
1583,zeuz,Private,4.0,For Profit,"80,106",Active,"Gaming, Information Technology, Mobile",11-50,$1M to $10M,,,Munich, Bayern,M&A,$1M to $10M,11-50,48.1374,11.5755,4.0,"['Gaming', ' Information Technology', ' Mobile']",Media and Entertainment,-1,1,0,1,1,1,1,1.0,2018,2018.0,2020.0,,3.0,1.0,1,1,1,1,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3404715.0,Venture - Series Unknown,3404715.0,,,,72,1
1592,julep media,Private,4.0,For Profit,"89,290",Active,"Advertising, Media and Entertainment, Music and Audio, Sales and Marketing",11-50,,,,Munich, Bayern,M&A,$1M to $10M,11-50,48.1374,11.5755,4.0,"['Advertising', ' Media and Entertainment', ' Music and Audio', ' Sales and Marketing']",Business Services,-1,1,0,1,1,0,0,4.0,2019,2021.0,2022.0,,1.0,4.0,1,1,1,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,2000000.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2262899.0,Series B,,,3.5,7920146.5,65,1
1593,aimondo,Private,1.0,For Profit,"91,478",Active,"Commerce and Shopping, Information Technology, Professional Services",11-50,$1M to $10M,,,Düsseldorf, Nordrhein-Westfalen,Private Equity,$1M to $10M,11-50,51.2217,6.7762,1.0,"['Commerce and Shopping', ' Information Technology', ' Professional Services']",Retail and E-commerce,-1,1,1,1,1,1,1,2.0,2019,2020.0,,,0.0,1.0,0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,Private Equity,4000000.0,,1.5,6000000.0,61,1
1596,planetly,Private,1.0,For Profit,"92,376",Active,"Information Technology, Professional Services, Software",11-50,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,11-50,52.52,13.405,1.0,"['Information Technology', ' Professional Services', ' Software']",Technology and Software,-1,1,0,0,1,1,1,10.0,2019,2021.0,2021.0,,7.0,2.0,1,1,1,1,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,5200000.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5664673.0,Venture - Series Unknown,,,4.0,22658692.0,65,1
1597,digitty.io,Private,3.0,For Profit,"93,388",Active,"Information Technology, Software",11-50,$1M to $10M,,,Berlin, Berlin,Seed,$1M to $10M,11-50,52.52,13.405,3.0,"['Information Technology', ' Software']",Technology and Software,-1,1,1,1,1,0,0,0,2019,2021.0,,,0.0,4.0,0,1,1,1,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,550000.0,2200000.0,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4980814.0,Seed,2552328.0,,4.0,19923256.0,64,1
1603,offmade,Private,2.0,For Profit,"101,250",Active,"Financial Services, Information Technology, Internet Services, Real Estate",11-50,Less than $1M,,,Berlin, Berlin,M&A,Less than $1M,11-50,52.52,13.405,2.0,"['Financial Services', ' Information Technology', ' Internet Services', ' Real Estate']",Finance and Payments,"['Blockchain and Cryptocurrency', 'Financial Services', 'Lending and Investments', 'Payments']",1,0,1,1,1,0,1.0,2019,2020.0,2023.0,,0.0,2.0,1,1,1,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279712.0,Pre-Seed,1223309.0,,3.5,4478992.0,65,1
1604,receeve gmbh,Private,2.0,For Profit,"105,823",Active,"Administrative Services, Financial Services, Information Technology, Lending and Investments, Software",11-50,,,,Hamburg, Hamburg,Seed,$1M to $10M,11-50,53.5511,9.9937,2.0,"['Administrative Services', ' Financial Services', ' Information Technology', ' Lending and Investments', ' Software']",Business Services,-1,1,0,1,1,1,1,5.0,2019,2021.0,,,7.0,4.0,0,1,1,1,3.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1050000.0,13500000.0,,,,,,,12.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,23603713.0,Seed,4509201.0,,3.5,82612995.5,64,1
1607,presize.ai,Private,3.0,For Profit,"110,340",Active,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Science and Engineering, Software",11-50,$1M to $10M,,,München, Bayern,M&A,$1M to $10M,11-50,48.1374,11.5755,3.0,"['Artificial Intelligence (AI)', ' Commerce and Shopping', ' Data and Analytics', ' Hardware', ' Science and Engineering', ' Software']",Technology and Software,-1,1,1,1,1,0,1,3.0,2019,2020.0,2022.0,,6.0,3.0,1,1,1,1,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2000000.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,Seed,2000000.0,,4.0,8000000.0,61,1
1622,neoshare ag,Private,4.0,For Profit,"157,566",Active,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Science and Engineering, Software",51-100,$1M to $10M,,,Munich, Bayern,M&A,$1M to $10M,51-100,48.1374,11.5755,4.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Financial Services', ' Other', ' Science and Engineering', ' Software']",Technology and Software,-1,1,0,1,1,0,0,0,2019,2024.0,,,2.0,2.0,0,1,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20244382.0,Venture - Series Unknown,20244381.0,,4.0,80977528.0,65,1
1630,foodpanda,Private,5.0,For Profit,303,Active,"Administrative Services, Commerce and Shopping, Food and Beverage, Transportation",5001-10000,$500M to $1B,1.0,4.0,Berlin, Berlin,M&A,$500M to $1B,5001-10000,52.52,13.405,5.0,"['Administrative Services', ' Commerce and Shopping', ' Food and Beverage', ' Transportation']",Business Services,-1,1,1,1,1,1,1,525.0,2012,2017.0,2016.0,,8.0,7.0,1,1,1,1,5.0,4.0,1.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,,,20000000.0,8000000.0,20000000.0,60000000.0,110000000.0,431450000.0,0.0,0.0,0.4,2.5,3.0,1.8333333333333333,3.922272727272728,749450000.0,Private Equity,431450000.0,,3.5,2623075000.0,146,1
1631,adjust,Private,3.0,For Profit,"1,221",Active,"Advertising, Apps, Data and Analytics, Sales and Marketing, Software",501-1000,$100M to $500M,,,Berlin, Berlin,M&A,$100M to $500M,501-1000,52.52,13.405,3.0,"['Advertising', ' Apps', ' Data and Analytics', ' Sales and Marketing', ' Software']",Business Services,-1,1,0,1,1,1,1,185.0,2012,2019.0,2021.0,,10.0,6.0,1,1,1,1,5.0,0.0,0.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,,4300000.0,7600000.0,15000000.0,227000000.0,,0.0,0.0,0.0,1.7674418604651163,1.973684210526316,15.133333333333333,0.0,255910525.0,Series E,227000000.0,,3.5,895686837.5,149,1
1632,urban sports club,Private,2.0,For Profit,"1,352",Active,"Community and Lifestyle, Health Care, Sports",251-500,$1M to $10M,,1.0,Berlin, Berlin,M&A,$1M to $10M,251-500,52.52,13.405,2.0,"['Community and Lifestyle', ' Health Care', ' Sports']",Community and Lifestyle,-1,1,1,1,1,1,1,20.0,2012,2023.0,,,13.0,6.0,0,1,1,1,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199639992.0,Venture - Series Unknown,104436805.0,,1.5,299459988.0,149,1
1633,leanix,Private,2.0,For Profit,"1,653",Active,"Information Technology, Other, Software",501-1000,$1M to $10M,,,Bonn, Nordrhein-Westfalen,M&A,$1M to $10M,501-1000,50.7374,7.0982,2.0,"['Information Technology', ' Other', ' Software']",Technology and Software,-1,1,1,1,1,1,1,56.0,2012,2020.0,2023.0,,6.0,5.0,1,1,1,1,5.0,0.0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,2200000.0,7500000.0,30000000.0,80000000.0,,,0.0,0.0,3.409090909090909,4.0,2.6666666666666665,0.0,0.0,119885574.0,Series D,80000000.0,,4.0,479542296.0,148,1
1634,uberall,Private,3.0,For Profit,"2,203",Active,"Data and Analytics, Information Technology, Internet Services, Navigation and Mapping, Sales and Marketing",251-500,$1M to $10M,,,Berlin, Berlin,Private Equity,$1M to $10M,251-500,52.52,13.405,3.0,"['Data and Analytics', ' Information Technology', ' Internet Services', ' Navigation and Mapping', ' Sales and Marketing']",Technology and Software,-1,1,1,1,1,1,1,51.0,2012,2021.0,,,7.0,8.0,0,1,1,1,4.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,1000000.0,1000000.0,25000000.0,,,,,0.0,1.0,25.0,0.0,0.0,0.0,0.0,170800000.0,Private Equity,115000000.0,Emerging Unicorn,4.0,683200000.0,149,1
1635,blinkist,Private,4.0,For Profit,"2,467",Active,"Apps, Content and Publishing, Education, Media and Entertainment, Mobile, Software",101-250,$10M to $50M,,,Berlin, Berlin,M&A,$10M to $50M,101-250,52.52,13.405,4.0,"['Apps', ' Content and Publishing', ' Education', ' Media and Entertainment', ' Mobile', ' Software']",Technology and Software,-1,1,0,1,1,1,1,46.0,2012,2018.0,2023.0,,8.0,5.0,1,1,1,1,3.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,1800000.0,4000000.0,9000000.0,18800000.0,,,,0.0,2.2222222222222223,2.25,2.088888888888889,0.0,0.0,0.0,34771978.0,Series C,18800000.0,,4.0,139087912.0,141,1
1636,amboss,Private,5.0,For Profit,"2,614",Active,"Education, Health Care, Mobile, Other, Software",501-1000,$50M to $100M,,,Berlin, Berlin,Early Stage Venture,$50M to $100M,501-1000,52.52,13.405,5.0,"['Education', ' Health Care', ' Mobile', ' Other', ' Software']",Education and Training,-1,1,1,1,1,1,1,17.0,2012,2019.0,,,5.0,4.0,0,1,1,1,5.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,5000000.0,30000000.0,,,,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,39076352.0,Series B,33775187.0,,1.5,58614528.0,138,1
1638,hivemq,Private,2.0,For Profit,"2,762",Active,"Information Technology, Internet Services, Software",101-250,$1M to $10M,,,Landshut, Bayern,Early Stage Venture,$1M to $10M,101-250,48.52961,12.16179,2.0,"['Information Technology', ' Internet Services', ' Software']",Technology and Software,-1,1,1,1,1,1,1,25.0,2012,2022.0,,,9.0,2.0,0,1,1,1,3.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,9300000.0,40000000.0,,,,,,0.0,4.301075268817204,0.0,0.0,0.0,0.0,0.0,53704502.0,Series A,42483771.0,,4.0,214818008.0,145,1
1640,auto1 group,Public,2.0,For Profit,"4,230",Active,"Commerce and Shopping, Internet Services, Transportation",5001-10000,$1B to $10B,,1.0,Berlin, Berlin,IPO,$1B to $10B,5001-10000,52.52,13.405,2.0,"['Commerce and Shopping', ' Internet Services', ' Transportation']",Retail and E-commerce,-1,1,1,1,1,1,1,20.0,2012,2020.0,2021.0,,25.0,12.0,0,0,1,1,8.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,117600000.0,360000000.0,460000000.0,0.0,0.0,0.0,0.0,0.0,3.061224489795918,1.2777777777777777,1387053390.0,Convertible Note,302738537.0,Exited Unicorn,1.5,2080580085.0,149,1
1641,phrase,Private,3.0,For Profit,"4,610",Active,"Administrative Services, Design, Education, Information Technology, Other, Professional Services, Software",251-500,$1M to $10M,,,Hamburg, Hamburg,M&A,$1M to $10M,251-500,53.5511,9.9937,3.0,"['Administrative Services', ' Design', ' Education', ' Information Technology', ' Other', ' Professional Services', ' Software']",Business Services,-1,1,1,1,1,1,1,10.0,2012,2023.0,2021.0,,1.0,1.0,1,1,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13445996.0,Debt Financing,13445995.0,,3.5,47060986.0,146,1
1642,tubulis,Private,2.0,For Profit,"5,090",Active,"Biotechnology, Health Care, Science and Engineering",11-50,$1M to $10M,,,Munich, Bayern,Early Stage Venture,$1M to $10M,11-50,48.1374,11.5755,2.0,"['Biotechnology', ' Health Care', ' Science and Engineering']",Healthcare and Biotechnology,-1,1,0,1,1,1,0,35.0,2012,2024.0,,,13.0,4.0,0,1,1,1,5.0,0.0,0.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,,10700000.0,128000000.0,,,,,0.0,0.0,11.962616822429906,0.0,0.0,0.0,0.0,216277179.0,Series B,139300472.0,,3.0,648831537.0,149,1
1643,thermondo,Private,3.0,For Profit,"5,942",Active,"Energy, Sustainability",501-1000,$10M to $50M,,,Berlin, Berlin,M&A,$10M to $50M,501-1000,52.52,13.405,3.0,"['Energy', ' Sustainability']",Energy and Natural Resources,-1,1,1,1,1,1,1,14.0,2012,2020.0,2021.0,,16.0,8.0,1,1,1,1,2.0,0.0,0.0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,,600000.0,2300000.0,6400000.0,23500000.0,21000000.0,,,0.0,3.8333333333333335,2.782608695652174,3.671875,0.8936170212765957,0.0,0.0,72145435.0,Venture - Series Unknown,,,1.5,108218152.5,140,1
1645,distribusion technologies,Private,2.0,For Profit,"7,153",Active,"Information Technology, Mobile, Software, Transportation, Travel and Tourism",11-50,$1M to $10M,,,Berlin, Berlin,Early Stage Venture,$1M to $10M,11-50,52.52,13.405,2.0,"['Information Technology', ' Mobile', ' Software', ' Transportation', ' Travel and Tourism']",Technology and Software,-1,1,1,1,1,0,0,25.0,2012,2022.0,,,11.0,3.0,0,1,1,1,4.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,1300000.0,6000000.0,30000000.0,,,,,0.0,4.615384615384615,5.0,0.0,0.0,0.0,0.0,39497014.0,Series B,31311350.0,,4.0,157988056.0,138,1
1647,qwist,Private,1.0,For Profit,"11,149",Active,"Financial Services, Lending and Investments, Other, Software",51-100,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,51-100,52.52,13.405,1.0,"['Financial Services', ' Lending and Investments', ' Other', ' Software']",Finance and Payments,"['Blockchain and Cryptocurrency', 'Financial Services', 'Lending and Investments', 'Payments']",1,0,1,1,1,0,27.0,2012,2021.0,2023.0,,5.0,2.0,1,1,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26208229.0,Series A,26208229.0,,3.5,91728801.5,141,1
